ID;Disciplina;Pageviews;UniquePageviews;BounceRate;Year;AverTimePage;Zemlja;Kontinent;OblastStudija
6304;Biološke nauke;151;139;65.31%;2014;00:01:58;Austrija;Evropa;Prirodne nauke
6305;Istorija;27;24;50.00%;2014;00:01:24;UK;Evropa;Humanističke nauke
6306;Tehnologija;19;17;100.00%;2014;00:00:47;Mađarska;Evropa;Tehničke nauke
6309;Fizika;45;44;66.67%;2014;00:00:42;Belgija;Evropa;Prirodne nauke
6311;Poljoprivreda ;66;65;80.00%;2014;00:00:40;UK;Evropa;Biotehničke nauke
6312;Medicina;30;29;57.14%;2014;00:01:06;UK;Evropa;Medicinske nauke
6317;Matematika;25;25;0.00%;2014;00:00:39;Mađarska;Evropa;Prirodne nauke
6318;Političke nauke;13;13;0.00%;2014;00:00:19;Nemačka;Evropa;Društvene nauke
6319;Ekonomija, bankarstvo i finansije;39;37;0.00%;2014;00:01:29;Španija;Evropa;Društvene nauke
6320;Književnost;17;16;0.00%;2014;00:00:21;Austrija;Evropa;Umetnost
6324;Informacione tehnologije;161;154;62.16%;2015;00:02:04;UK;Evropa;Tehničke nauke
6325;Psihologija;43;39;20.00%;2015;00:02:16;Norveška;Evropa;Društvene nauke
6326;Biološke nauke;365;338;56.41%;2015;00:01:24;Češka;Evropa;Prirodne nauke
6329;Matematika;45;41;37.50%;2015;00:03:02;Mađarska;Evropa;Prirodne nauke
6330;Mediji i komunikacije;176;164;51.43%;2015;00:01:32;SAD;Severna Amerika;Društvene nauke
6334;Likovna umetnost;208;199;72.73%;2015;00:01:04;Austrija;Evropa;Umetnost
6335;Mediji i komunikacije;618;569;54.55%;2015;00:01:22;Rumunija;Evropa;Društvene nauke
6337;Ekonomija, bankarstvo i finansije;291;277;36.84%;2015;00:01:09;Nemačka;Evropa;Društvene nauke
6346;Turizam i ugostiteljstvo;665;609;61.46%;2015;00:01:18;Indonezija;Azija;Društvene nauke
6349;Ekonomija, bankarstvo i finansije;1305;1181;64.61%;2015;00:01:49;Austrija;Evropa;Društvene nauke
6352;Fizika;140;127;70.15%;2015;00:01:26;Srbija;Evropa;Prirodne nauke
6353;Istorija;163;156;75.00%;2015;00:01:05;Nemačka;Evropa;Humanističke nauke
6354;Filmska umetnost;147;133;62.16%;2015;00:01:18;Mađarska;Evropa;Umetnost
6356;Filozofija;105;102;65.38%;2015;00:01:23;Makedonija;Evropa;Humanističke nauke
6357;Istorija;144;131;46.67%;2015;00:01:18;Nemačka;Evropa;Humanističke nauke
6359;Književnost;79;77;68.75%;2015;00:01:24;Albanija;Evropa;Umetnost
6360;Muzička umetnost;132;122;60.00%;2015;00:01:44;SAD;Severna Amerika;Umetnost
6366;Biotehnologija;154;149;69.77%;2015;00:01:28;Španija;Evropa;Biotehničke nauke
6368;Dramska umetnost;1231;1124;50.69%;2015;00:01:33;Nemačka;Evropa;Umetnost
6369;Zaštita životne sredine (ekologija);633;595;70.42%;2015;00:01:34;SAD;Severna Amerika;Prirodne nauke
6370;Ekonomija, bankarstvo i finansije;482;442;56.82%;2015;00:01:39;Italija;Evropa;Društvene nauke
6371;Dramska umetnost;257;242;59.09%;2015;00:00:58;Srbija;Evropa;Umetnost
6373;Poljoprivreda ;362;336;52.00%;2015;00:00:50;Mađarska;Evropa;Biotehničke nauke
6378;Biološke nauke;255;244;68.00%;2015;00:01:02;Srbija;Evropa;Prirodne nauke
6379;Književnost;413;386;67.16%;2015;00:01:07;Slovenija;Evropa;Umetnost
6380;Ekonomija, bankarstvo i finansije;409;384;64.56%;2015;00:01:40;Srbija;Evropa;Društvene nauke
6389;Pravo;550;523;49.23%;2015;00:01:17;Danska;Evropa;Društvene nauke
6395;Menadžment;277;252;65.52%;2015;00:02:03;UK;Evropa;Društvene nauke
6407;Biološke nauke;262;247;63.49%;2015;00:01:46;Indonezija;Azija;Prirodne nauke
6409;Političke nauke;490;468;58.10%;2015;00:01:01;SAD;Severna Amerika;Društvene nauke
6410;Pravo;112;109;70.21%;2015;00:01:32;UK;Evropa;Društvene nauke
6412;Istorija;116;113;79.59%;2015;00:01:15;Mađarska;Evropa;Humanističke nauke
6442;Informacione tehnologije;92;85;50.00%;2015;00:01:25;Srbija;Evropa;Tehničke nauke
6448;Informacione tehnologije;474;427;42.17%;2015;00:01:08;Španija;Evropa;Tehničke nauke
6450;Ekonomija, bankarstvo i finansije;468;435;69.52%;2015;00:02:12;Italija;Evropa;Društvene nauke
6451;Informacione tehnologije;36;34;62.50%;2015;00:00:54;Srbija;Evropa;Tehničke nauke
6454;Mediji i komunikacije;112;100;58.33%;2015;00:03:17;Nemačka;Evropa;Društvene nauke
6455;Biološke nauke;380;336;65.59%;2015;00:01:45;Rusija;Evropa;Prirodne nauke
6456;Ekonomija, bankarstvo i finansije;426;403;38.18%;2015;00:01:09;Bugarska;Evropa;Društvene nauke
6457;Političke nauke;259;242;55.17%;2015;00:01:15;Nemačka;Evropa;Društvene nauke
6458;Biološke nauke;354;321;60.32%;2015;00:01:12;Švajcarska;Evropa;Prirodne nauke
6463;Književnost;386;345;72.80%;2015;00:01:28;Srbija;Evropa;Umetnost
6466;Ekonomija, bankarstvo i finansije;4347;3892;63.11%;2015;00:01:23;SAD;Severna Amerika;Društvene nauke
6468;Zaštita životne sredine (ekologija);1173;1095;56.02%;2015;00:01:21;Nemačka;Evropa;Prirodne nauke
6469;Ekonomija, bankarstvo i finansije;239;230;36.67%;2015;00:01:41;Italija;Evropa;Društvene nauke
6471;Biotehnologija;572;548;57.39%;2015;00:00:58;Srbija;Evropa;Biotehničke nauke
6472;Sociologija;241;225;25.81%;2015;00:01:16;SAD;Severna Amerika;Društvene nauke
6473;Pravo;131;1206;46.03%;2015;00:01:47;SAD;Severna Amerika;Društvene nauke
6474;Fizika;302;286;70.25%;2015;00:01:50;Nemačka;Evropa;Prirodne nauke
6476;Arhitektura;1554;1426;55.12%;2015;00:01:54;Italija;Evropa;Tehničke nauke
6477;Političke nauke;661;617;59.27%;2015;00:01:16;Nemačka;Evropa;Društvene nauke
6478;Političke nauke;293;277;74.53%;2015;00:01:29;Poljska;Evropa;Društvene nauke
6479;Geološke nauke;916;842;60.07%;2015;00:01:24;Nemačka;Evropa;Prirodne nauke
6481;Ekonomija, bankarstvo i finansije;712;667;63.33%;2015;00:02:06;Srbija;Evropa;Društvene nauke
6482;Likovna umetnost;487;448;73.81%;2015;00:01:58;Nemačka;Evropa;Umetnost
6483;Menadžment;728;676;48.95%;2015;00:01:31;Srbija;Evropa;Društvene nauke
6484;Sociologija;86;74;15.38%;2015;00:01:51;Nemačka;Evropa;Društvene nauke
6485;Mediji i komunikacije;68;64;57.14%;2015;00:01:36;Holandija;Evropa;Društvene nauke
6486;Psihologija;589;550;42.33%;2015;00:01:37;Francuska;Evropa;Društvene nauke
6488;Psihologija;774;731;72.95%;2015;00:01:22;Srbija;Evropa;Društvene nauke
6490;Političke nauke;185;181;56.10%;2015;00:01:06;Nemačka;Evropa;Društvene nauke
6491;Geološke nauke;148;136;63.04%;2015;00:02:11;UK;Evropa;Prirodne nauke
6493;Teologija;140;134;68.57%;2015;00:01:31;Mađarska;Evropa;Humanističke nauke
6494;Medicina;168;152;79.01%;2015;00:02:02;Norveška;Evropa;Medicinske nauke
6497;Informacione tehnologije;337;314;29.59%;2015;00:00:58;Slovenija;Evropa;Tehničke nauke
6498;Informacione tehnologije;511;487;58.44%;2015;00:01:17;Slovenija;Evropa;Tehničke nauke
6499;Pravo;2;2;100.00%;2015;00:00:17;Srbija;Evropa;Društvene nauke
6500;Informacione tehnologije;156;147;50.00%;2015;00:01:12;UK;Evropa;Tehničke nauke
6501;Mediji i komunikacije;223;205;48.00%;2015;00:02:00;Nemačka;Evropa;Društvene nauke
6502;Pravo;391;363;54.93%;2015;00:01:03;Nemačka;Evropa;Društvene nauke
6503;Pravo;315;294;59.38%;2015;00:01:38;Bosna i Hercegovina;Evropa;Društvene nauke
6507;Ekonomija, bankarstvo i finansije;477;431;63.39%;2015;00:02:05;Srbija;Evropa;Društvene nauke
6509;Fizika;538;493;71.57%;2015;00:01:51;Italija;Evropa;Prirodne nauke
6510;Hemija;134;124;79.17%;2015;00:02:57;Holandija;Evropa;Prirodne nauke
6512;Teologija;228;214;57.89%;2015;00:01:28;Nemačka;Evropa;Humanističke nauke
6514;Informacione tehnologije;283;264;80.85%;2015;00:01:30;Slovenija;Evropa;Tehničke nauke
6515;Psihologija;298;276;63.07%;2015;00:02:03;Norveška;Evropa;Društvene nauke
6518;Hemija;614;587;42.44%;2015;00:01:01;Srbija;Evropa;Prirodne nauke
6519;Ekonomija, bankarstvo i finansije;1293;1211;56.70%;2015;00:01:15;EU;EU;Društvene nauke
6520;Ekonomija, bankarstvo i finansije;579;531;47.62%;2015;00:01:22;SAD;Severna Amerika;Društvene nauke
6521;Ekonomija, bankarstvo i finansije;151;148;30.23%;2015;00:00:52;Norveška;Evropa;Društvene nauke
6522;Ekonomija, bankarstvo i finansije;740;697;42.39%;2015;00:01:09;SAD;Severna Amerika;Društvene nauke
6523;Ekonomija, bankarstvo i finansije;222;212;50.00%;2015;00:01:14;Italija;Evropa;Društvene nauke
6525;Biološke nauke;2363;2131;63.78%;2015;00:01:54;Švajcarska;Evropa;Prirodne nauke
6526;Filologija;131;124;76.92%;2015;00:01:29;Norveška;Evropa;Humanističke nauke
6527;Informacione tehnologije;139;129;74.07%;2015;00:01:11;Slovenija;Evropa;Tehničke nauke
6528;Istorija;386;343;64.10%;2015;00:00:58;SAD;Severna Amerika;Humanističke nauke
6529;Ekonomija, bankarstvo i finansije;418;383;56.16%;2015;00:02:01;Italija;Evropa;Društvene nauke
6530;Fizika;309;301;55.10%;2015;00:01:14;Švajcarska;Evropa;Prirodne nauke
6531;Geološke nauke;493;473;50.00%;2015;00:00:47;Nemačka;Evropa;Prirodne nauke
6534;Sociologija;167;151;55.81%;2015;00:01:30;Holandija;Evropa;Društvene nauke
6535;Poljoprivreda ;1268;1140;75.50%;2015;00:01:30;Francuska;Evropa;Biotehničke nauke
6536;Pravo;182;171;58.33%;2015;00:01:43;Danska;Evropa;Društvene nauke
6537;Informacione tehnologije;311;291;59.76%;2015;00:01:46;UK;Evropa;Tehničke nauke
6539;Sociologija;86;80;44.83%;2015;00:03:05;Norveška;Evropa;Društvene nauke
6541;Političke nauke;2709;2469;70.36%;2015;00:01:51;Srbija;Evropa;Društvene nauke
6542;Pravo;171;164;68.00%;2015;00:01:31;Luksemburg;Evropa;Društvene nauke
6543;Ekonomija, bankarstvo i finansije;239;225;70.59%;2015;00:00:59;Italija;Evropa;Društvene nauke
6547;Informacione tehnologije;1256;1111;60.31%;2015;00:01:05;Srbija;Evropa;Tehničke nauke
6548;Ekonomija, bankarstvo i finansije;195;184;84.62%;2015;00:03:22;Srbija;Evropa;Društvene nauke
6555;Poljoprivreda ;632;614;49.30%;2015;00:01:07;Francuska;Evropa;Biotehničke nauke
6557;Psihologija;75;65;60.87%;2015;00:01:40;Finska;Evropa;Društvene nauke
6558;Filologija;108;99;54.17%;2015;00:01:22;Belgija;Evropa;Humanističke nauke
6559;Političke nauke;89;85;76.92%;2015;00:03:05;Norveška;Evropa;Društvene nauke
6561;Arheologija;30;27;75.00%;2015;00:01:48;Holandija;Evropa;Humanističke nauke
6564;Informacione tehnologije;71;71;25.00%;2015;00:01:39;Norveška;Evropa;Tehničke nauke
6565;Grafički dizajn;173;165;46.91%;2015;00:01:16;Japan;Azija;Umetnost
6569;Ekonomija, bankarstvo i finansije;570;545;41.98%;2015;00:01:13;Japan;Azija;Društvene nauke
6570;Ekonomija, bankarstvo i finansije;1872;1715;58.70%;2015;00:01:37;Norveška;Evropa;Društvene nauke
6573;Arhitektura;3303;2972;64.33%;2015;00:02:00;Italija;Evropa;Tehničke nauke
6576;Pravo;255;235;71.11%;2015;00:01:15;Austrija;Evropa;Društvene nauke
6578;Fizika;149;144;36.36%;2015;00:01:31;Srbija;Evropa;Prirodne nauke
6580;Informacione tehnologije;60;59;57.14%;2015;00:01:25;Danska;Evropa;Tehničke nauke
6584;Zaštita životne sredine (ekologija);374;354;76.02%;2015;00:02:01;Francuska;Evropa;Prirodne nauke
6585;Informacione tehnologije;970;907;76.99%;2015;00:01:22;SAD;Severna Amerika;Tehničke nauke
6587;Antropologija i etnologija;120;111;75.00%;2015;00:01:12;Holandija;Evropa;Humanističke nauke
6588;Istorija;582;545;34.91%;2015;00:01:28;Holandija;Evropa;Humanističke nauke
6591;Muzička umetnost;356;324;83.97%;2015;00:02:40;Srbija;Evropa;Umetnost
6595;Pravo;366;347;54.46%;2015;00:01:09;UK;Evropa;Društvene nauke
6598;Filologija;514;489;55.74%;2015;00:01:25;Belgija;Evropa;Humanističke nauke
6602;Političke nauke;399;351;28.57%;2015;00:01:59;Norveška;Evropa;Društvene nauke
6604;Informacione tehnologije;82;79;84.62%;2015;00:01:08;Norveška;Evropa;Tehničke nauke
6607;Istorija;134;130;61.54%;2015;00:01:49;Norveška;Evropa;Humanističke nauke
6609;Zaštita životne sredine (ekologija);1832;1683;61.63%;2015;00:02:34;Švedska;Evropa;Prirodne nauke
6613;Informacione tehnologije;539;509;67.92%;2015;00:01:46;Norveška;Evropa;Tehničke nauke
6614;Informacione tehnologije;386;354;57.78%;2015;00:02:05;Srbija;Evropa;Tehničke nauke
6615;Ekonomija, bankarstvo i finansije;1294;1201;63.20%;2015;00:01:42;Srbija;Evropa;Društvene nauke
6623;Elektrotehnika;69;66;45.45%;2015;00:02:15;Danska;Evropa;Tehničke nauke
6624;Biološke nauke;325;302;34.31%;2015;00:01:26;Nemačka;Evropa;Prirodne nauke
6625;Elektrotehnika;375;339;74.63%;2015;00:01:44;Danska;Evropa;Tehničke nauke
6626;Ekonomija, bankarstvo i finansije;592;562;49.80%;2015;00:01:20;Francuska;Evropa;Društvene nauke
6627;Biološke nauke;664;632;57.63%;2015;00:01:40;Austrija;Evropa;Prirodne nauke
6633;Ekonomija, bankarstvo i finansije;101;90;61.54%;2015;00:01:48;Bosna i Hercegovina;Evropa;Društvene nauke
6634;Biološke nauke;457;427;78.14%;2015;00:02:32;Nemačka;Evropa;Prirodne nauke
6636;Matematika;156;144;80.00%;2015;00:01:59;Francuska;Evropa;Prirodne nauke
6637;Ekonomija, bankarstvo i finansije;127;118;46.15%;2015;00:02:03;Francuska;Evropa;Društvene nauke
6639;Filmska umetnost;204;192;70.00%;2015;00:01:06;Francuska;Evropa;Umetnost
6641;Matematika;44;43;40.00%;2015;00:00:40;Francuska;Evropa;Prirodne nauke
6643;Medicina;270;244;78.99%;2015;00:01:49;Srbija;Evropa;Medicinske nauke
6645;Matematika;53;50;25.00%;2015;00:01:59;Norveška;Evropa;Prirodne nauke
6649;Istorija;111;106;33.33%;2015;00:01:48;UK;Evropa;Humanističke nauke
6651;Matematika;353;335;55.95%;2015;00:01:39;Mađarska;Evropa;Prirodne nauke
6653;Pravo;257;238;74.38%;2015;00:01:43;UK;Evropa;Društvene nauke
6656;Ekonomija, bankarstvo i finansije;467;414;71.58%;2015;00:01:44;Srbija;Evropa;Društvene nauke
6658;Hemija;87;81;84.44%;2015;00:02:05;Singapur;Azija;Prirodne nauke
6659;Pravo;51;42;0.00%;2015;00:01:42;SAD;Severna Amerika;Društvene nauke
6660;Psihologija;45;42;80.00%;2015;00:01:22;Nemačka;Evropa;Društvene nauke
6661;Matematika;97;86;55.00%;2015;00:01:31;Nemačka;Evropa;Prirodne nauke
6662;Biološke nauke;382;360;48.89%;2015;00:00:53;Nemačka;Evropa;Prirodne nauke
6665;Matematika;409;367;73.91%;2015;00:01:44;Mađarska;Evropa;Prirodne nauke
6666;Fizika;215;207;69.77%;2015;00:01:27;Švajcarska;Evropa;Prirodne nauke
6667;Mediji i komunikacije;151;141;86.75%;2015;00:02:45;Nemačka;Evropa;Društvene nauke
6668;Matematika;23;20;0.00%;2015;00:02:44;Francuska;Evropa;Prirodne nauke
6670;Zaštita životne sredine (ekologija);318;293;69.47%;2015;00:01:36;Mađarska;Evropa;Prirodne nauke
6671;Ekonomija, bankarstvo i finansije;52;47;30.77%;2015;00:01:01;Kina;Azija;Društvene nauke
6675;Ekonomija, bankarstvo i finansije;27;25;85.71%;2015;00:02:05;Japan;Azija;Društvene nauke
6676;Ekonomija, bankarstvo i finansije;31;30;71.43%;2015;00:01:27;UK;Evropa;Društvene nauke
6677;Zaštita životne sredine (ekologija);30;30;75.00%;2015;00:01:56;Finska;Evropa;Prirodne nauke
6682;Hemija;879;827;55.09%;2016;00:01:17;Srbija;Evropa;Prirodne nauke
6685;Biološke nauke;139;124;63.46%;2016;00:01:43;Češka;Evropa;Prirodne nauke
6687;Biološke nauke;539;497;40.22%;2016;00:01:30;Srbija;Evropa;Prirodne nauke
6688;Ekonomija, bankarstvo i finansije;589;534;48.20%;2016;00:01:43;UK;Evropa;Društvene nauke
6689;Zaštita životne sredine (ekologija);704;642;59.38%;2016;00:02:11;Švedska;Evropa;Prirodne nauke
6691;Pravo;393;351;58.62%;2016;00:02:30;UK;Evropa;Društvene nauke
6692;Matematika;362;329;41.67%;2016;00:01:39;Srbija;Evropa;Prirodne nauke
6693;Ekonomija, bankarstvo i finansije;110;106;23.53%;2016;00:00:59;Italija;Evropa;Društvene nauke
6694;Biološke nauke;355;314;52.38%;2016;00:01:58;Austrija;Evropa;Prirodne nauke
6698;Fizika;1307;1203;42.93%;2016;00:01:21;Nemačka;Evropa;Prirodne nauke
6700;Ekonomija, bankarstvo i finansije;885;815;63.74%;2016;00:01:24;UK;Evropa;Društvene nauke
6706;Filologija;1149;1074;65.95%;2016;00:01:37;Srbija;Evropa;Humanističke nauke
6707;Ekonomija, bankarstvo i finansije;387;357;41.82%;2016;00:01:14;Italija;Evropa;Društvene nauke
6708;Biološke nauke;496;471;48.11%;2016;00:01:07;Srbija;Evropa;Prirodne nauke
6711;Psihologija;108;103;58.82%;2016;00:01:56;UK;Evropa;Društvene nauke
6712;Ekonomija, bankarstvo i finansije;1339;1211;43.65%;2016;00:01:17;Nemačka;Evropa;Društvene nauke
6713;Saobraćaj;516;489;50.70%;2016;00:01:15;Španija;Evropa;Tehničke nauke
6715;Biološke nauke;362;336;63.30%;2016;00:01:10;Srbija;Evropa;Prirodne nauke
6716;Ekonomija, bankarstvo i finansije;134;122;85.71%;2016;00:01:18;Francuska;Evropa;Društvene nauke
6717;Psihologija;24;22;75.00%;2016;00:00:46;Norveška;Evropa;Društvene nauke
6720;Istorija;8;7;100.00%;2016;00:00:39;UK;Evropa;Humanističke nauke
6722;Arhitektura i urbanizam;2033;1808;61.00%;2016;00:01:54;Italija;Evropa;Tehničke nauke
6723;Ekonomija, bankarstvo i finansije;432;386;63.09%;2016;00:02:12;Nemačka;Evropa;Društvene nauke
6724;Zaštita životne sredine (ekologija);575;523;59.72%;2016;00:01:41;Austrija;Evropa;Prirodne nauke
6725;Sociologija;886;817;63.27%;2016;00:01:29;Australija;Australija;Društvene nauke
6729;Sociologija;716;647;31.03%;2016;00:01:23;UK;Evropa;Društvene nauke
6732;Pravo;34;33;100.00%;2016;00:01:05;SAD;Evropa;Društvene nauke
6738;Ekonomija, bankarstvo i finansije;187;165;71.43%;2016;00:02:17;Češka;Evropa;Društvene nauke
6741;Psihologija;1152;933;41.75%;2016;00:02:30;Mađarska;Evropa;Društvene nauke
6743;Psihologija;208;192;27.27%;2016;00:01:03;UK;Evropa;Društvene nauke
6744;Ekonomija, bankarstvo i finansije;884;819;66.77%;2016;00:01:32;Austrija;Evropa;Društvene nauke
6745;Informacione tehnologije;225;205;48.84%;2016;00:01:11;Austrija;Evropa;Tehničke nauke
6748;Hemija;480;447;67.62%;2016;00:01:19;Kina;Azija;Prirodne nauke
6750;Pravo;120;113;68.18%;2016;00:02:05;Norveška;Evropa;Društvene nauke
6751;Pravo;452;390;63.92%;2016;00:01:40;Italija;Evropa;Društvene nauke
6752;Biološke nauke;576;511;73.60%;2016;00:01:56;Španija;Evropa;Prirodne nauke
6753;Farmacija;267;234;61.33%;2016;00:01:55;Danska;Evropa;Medicinske nauke
6754;Filologija;484;459;65.16%;2016;00:01:30;Srbija;Evropa;Humanističke nauke
6755;Ekonomija, bankarstvo i finansije;811;750;75.66%;2016;00:01:39;Srbija;Evropa;Društvene nauke
6756;Ekonomija, bankarstvo i finansije;866;797;47.51%;2016;00:01:32;Španija;Evropa;Društvene nauke
6758;Psihologija;130;126;57.14%;2016;00:00:43;Bosna i Hercegovina;Evropa;Društvene nauke
6812;Fizika;1178;1082;56.68%;2016;00:01:25;Švajcarska;Evropa;Prirodne nauke
6813;Biološke nauke;1997;1798;53.85%;2016;00:01:57;Slovenija;Evropa;Prirodne nauke
6814;Filologija;1089;955;72.65%;2016;00:02:42;Nemačka;Evropa;Humanističke nauke
6815;Biološke nauke;3692;3305;60.20%;2016;00:01:39;UK;Evropa;Prirodne nauke
6816;Biološke nauke;141;130;27.78%;2016;00:01:16;Online;Online;Prirodne nauke
6818;Ekonomija, bankarstvo i finansije;260;236;81.44%;2016;00:01:58;Francuska;Evropa;Društvene nauke
6819;Biološke nauke;353;330;45.79%;2016;00:01:36;Indonezija;Evropa;Prirodne nauke
6821;Ekonomija, bankarstvo i finansije;258;238;81.65%;2016;00:01:34;Austrija;Evropa;Društvene nauke
6826;Biološke nauke;86;78;63.64%;2016;00:00:38;Nemačka;Evropa;Prirodne nauke
6828;Elektrotehnika;593;540;47.22%;2016;00:01:26;Nemačka;Evropa;Tehničke nauke
6833;Informacione tehnologije;473;445;76.35%;2016;00:01:16;Lihtenštajn;Evropa;Tehničke nauke
6835;Poljoprivreda ;162;146;33.33%;2016;00:01:01;Poljska;Evropa;Biotehničke nauke
6836;Poljoprivreda ;154;139;38.10%;2016;00:00:56;Mađarska;Evropa;Biotehničke nauke
6837;Poljoprivreda ;298;280;50.00%;2016;00:00:42;Holandija;Evropa;Biotehničke nauke
6838;Ekonomija, bankarstvo i finansije;163;153;68.97%;2016;00:00:47;Španija;Evropa;Društvene nauke
6839;Biološke nauke;177;164;43.75%;2016;00:00:59;Slovačka;Evropa;Prirodne nauke
6843;Hemija;17;15;50.00%;2016;00:03:29;Mađarska;Evropa;Prirodne nauke
6844;Marketing i PR;126;114;78.12%;2016;00:01:56;Mađarska;Evropa;Društvene nauke
6845;Menadžment;64;60;75.00%;2016;00:01:15;Poljska;Evropa;Društvene nauke
6846;Grafički dizajn;208;200;72.31%;2016;00:00:47;Mađarska;Evropa;Umetnost
6847;Pravo;81;76;61.54%;2016;00:01:23;Belgija;Evropa;Društvene nauke
6848;Pravo;84;77;53.85%;2016;00:01:14;Francuska;Evropa;Društvene nauke
6849;Medicina;58;56;80.00%;2016;00:02:11;Poljska;Evropa;Medicinske nauke
6851;Sociologija;79;69;66.67%;2016;00:01:14;Poljska;Evropa;Društvene nauke
6852;Informacione tehnologije;162;146;70.27%;2016;00:01:56;Italija;Evropa;Tehničke nauke
6853;Pravo;491;461;76.10%;2016;00:02:11;Slovenija;Evropa;Društvene nauke
6854;Biološke nauke;213;203;69.57%;2016;00:01:12;Finska;Evropa;Prirodne nauke
6855;Industrijsko inženjerstvo;84;73;78.95%;2016;00:01:27;Slovačka;Evropa;Tehničke nauke
6856;Zaštita životne sredine (ekologija);150;140;81.36%;2016;00:00:49;Poljska;Evropa;Prirodne nauke
6868;Informacione tehnologije;91;83;78.95%;2016;00:01:08;Švajcarska;Evropa;Tehničke nauke
6870;Zaštita životne sredine (ekologija);204;186;55.84%;2016;00:01:31;Poljska;Evropa;Prirodne nauke
6871;Menadžment;334;310;83.11%;2016;00:01:51;Nemačka;Evropa;Društvene nauke
6872;Biološke nauke;345;321;65.77%;2016;00:01:21;UK;Evropa;Prirodne nauke
6873;Ekonomija, bankarstvo i finansije;226;199;74.19%;2016;00:03:17;Litvanija;Evropa;Društvene nauke
6874;Filologija;67;59;36.84%;2016;00:01:03;Mađarska;Evropa;Humanističke nauke
6875;Hemija;614;562;40.00%;2016;00:01:03;Španija;Evropa;Prirodne nauke
6876;Informacione tehnologije;97;97;60.00%;2016;00:00:33;Grčka;Evropa;Tehničke nauke
6877;Informacione tehnologije;357;321;69.09%;2016;00:01:19;Španija;Evropa;Tehničke nauke
6879;Ekonomija, bankarstvo i finansije;3215;2928;65.56%;2016;00:01:18;SAD;Severna Amerika;Društvene nauke
6880;Ekonomija, bankarstvo i finansije;351;334;54.17%;2016;00:01:24;Španija;Evropa;Društvene nauke
6881;Marketing i PR;67;63;90.48%;2016;00:02:17;Mađarska;Evropa;Društvene nauke
6882;Elektrotehnika;310;287;64.77%;2016;00:01:59;Nemačka;Evropa;Tehničke nauke
6883;Hemija;73;71;52.17%;2016;00:01:02;Mađarska;Evropa;Prirodne nauke
6884;Zaštita životne sredine (ekologija);1080;1011;74.95%;2016;00:02:00;Nemačka;Evropa;Prirodne nauke
6887;Sociologija;39;36;20.00%;2016;00:00:58;Poljska;Evropa;Društvene nauke
6888;Biološke nauke;281;268;32.26%;2016;00:00:58;Finska;Evropa;Prirodne nauke
6889;Menadžment;274;254;60.78%;2016;00:01:24;Nemačka;Evropa;Društvene nauke
6890;Elektrotehnika;184;173;73.81%;2016;00:01:13;Hrvatska;Evropa;Društvene nauke
6894;Biološke nauke;161;152;57.38%;2016;00:02:25;Singapur;Azija;Prirodne nauke
6896;Informacione tehnologije;654;614;53.30%;2016;00:01:34;Slovenija;Evropa;Tehničke nauke
6897;Geološke nauke;216;202;63.24%;2016;00:00:59;Mađarska;Evropa;Prirodne nauke
6898;Biološke nauke;322;300;64.14%;2016;00:01:15;Rumunija;Evropa;Prirodne nauke
6905;Arhitektura;1304;1162;61.69%;2016;00:01:57;Italija;Evropa;Tehničke nauke
6906;Informacione tehnologije;294;284;51.41%;2016;00:01:04;Italija;Evropa;Tehničke nauke
6911;Biološke nauke;286;256;62.07%;2016;00:02:22;Srbija;Evropa;Prirodne nauke
6912;Zaštita životne sredine (ekologija);96;92;34.48%;2016;00:01:18;Finska;Evropa;Prirodne nauke
6913;Matematika;101;100;47.22%;2016;00:00:45;Francuska;Evropa;Prirodne nauke
6917;Zaštita životne sredine (ekologija);517;474;56.16%;2016;00:02:29;Srbija;Evropa;Prirodne nauke
6925;Menadžment;344;323;42.59%;2016;00:01:06;Srbija;Evropa;Društvene nauke
6926;Informacione tehnologije;233;221;46.99%;2016;00:00:58;Španija;Evropa;Tehničke nauke
6927;Zaštita životne sredine (ekologija);75;70;50.00%;2016;00:01:00;Rumunija;Evropa;Prirodne nauke
6928;Informacione tehnologije;207;199;49.12%;2016;00:00:50;Italija;Evropa;Tehničke nauke
6930;Ekonomija, bankarstvo i finansije;267;246;72.48%;2016;00:01:12;Mađarska;Evropa;Društvene nauke
6931;Filologija;90;84;52.94%;2016;00:01:23;Nemačka;Evropa;Humanističke nauke
6933;Ekonomija, bankarstvo i finansije;99;90;77.08%;2016;00:01:27;Čile;Južna Amerika;Društvene nauke
6934;Političke nauke;224;213;61.76%;2016;00:01:13;Južna Koreja;Azija;Društvene nauke
6937;Fizika;59;55;66.67%;2016;00:01:22;Danska;Evropa;Prirodne nauke
6940;Biološke nauke;839;805;51.60%;2016;00:01:28;Nemačka;Evropa;Prirodne nauke
6942;Ekonomija, bankarstvo i finansije;893;836;40.76%;2016;00:01:00;Nemačka;Evropa;Društvene nauke
6944;Informacione tehnologije;729;693;60.30%;2016;00:01:26;Srbija;Evropa;Tehničke nauke
6949;Zaštita na radu;113;104;70.49%;2016;00:01:17;Poljska;Evropa;Tehničke nauke
6956;Mediji i komunikacije;193;176;80.00%;2016;00:02:15;Srbija;Evropa;Društvene nauke
6957;Fizika;84;82;75.00%;2016;00:02:14;Nemačka;Evropa;Prirodne nauke
